Author ID,Paper ID,Title,Author Name
brac_author_857,brac_paper_369,Fast Conservative Garbage Collection,Kathryn S. McKinley
brac_author_858,brac_paper_370,Longest Common Subsequence Problem for Run-Length-Encoded Strings,S.B. Ahsan
brac_author_859,brac_paper_370,Longest Common Subsequence Problem for Run-Length-Encoded Strings,S.P Aziz
brac_author_180,brac_paper_370,Longest Common Subsequence Problem for Run-Length-Encoded Strings,M. Sohel Rahman
brac_author_860,brac_paper_371,5,International Journal of Environmental Science
brac_author_861,brac_paper_371,5,Development
brac_author_862,brac_paper_372,A Survey on Geographic Load Balancing based Data Center Power Management in the Smart Grid Environment,A.K.M. Ashikur Rahman
brac_author_863,brac_paper_372,A Survey on Geographic Load Balancing based Data Center Power Management in the Smart Grid Environment,Xue Liu
brac_author_864,brac_paper_372,A Survey on Geographic Load Balancing based Data Center Power Management in the Smart Grid Environment,Fanxin Kong
brac_author_865,brac_paper_373,Healthcare Technology Letters,Facilitating
brac_author_866,brac_paper_373,Healthcare Technology Letters,securing offline e-medicine service through image steganography
brac_author_867,brac_paper_374,A CLONALG-based Approach for the Set Covering Problem,M. Tasnim
brac_author_868,brac_paper_374,A CLONALG-based Approach for the Set Covering Problem,Shahriar Rouf
brac_author_180,brac_paper_374,A CLONALG-based Approach for the Set Covering Problem,M. Sohel Rahman
brac_author_869,brac_paper_375,Journal of Computers,Effective Sparse Dynamic Programming Algorithms for Merged
brac_author_870,brac_paper_375,Journal of Computers,Block Merged LCS Problems
brac_author_871,brac_paper_376,Masud Hasan,Dipan Shaw
brac_author_840,brac_paper_376,Masud Hasan,A. S. Islam
brac_author_180,brac_paper_376,Masud Hasan,M. Sohel Rahman
brac_author_872,brac_paper_377,Indexing a sequence for mapping reads with a single mismatch,M. Crochemore
brac_author_873,brac_paper_377,Indexing a sequence for mapping reads with a single mismatch,A. Langiu
brac_author_180,brac_paper_377,Indexing a sequence for mapping reads with a single mismatch,M. Sohel Rahman
brac_author_180,brac_paper_378,ID: 743431,M. Sohel Rahman
brac_author_640,brac_paper_378,ID: 743431,M. Kaykobad
brac_author_874,brac_paper_378,ID: 743431,J. S. Firoz
brac_author_875,brac_paper_378,ID: 743431,New Sufficient Conditions for Hamiltonian Paths
brac_author_876,brac_paper_378,ID: 743431,The Scientific World Journal
brac_author_877,brac_paper_378,ID: 743431,2014
brac_author_878,brac_paper_379,M. Sohel Rahman,Pritom Ahmed
brac_author_879,brac_paper_379,M. Sohel Rahman,Costas Iliopoulos
brac_author_840,brac_paper_379,M. Sohel Rahman,A. S. Islam
brac_author_666,brac_paper_380,Transit network design by genetic algorithm with elitism,M. A. Nayeem
brac_author_880,brac_paper_380,Transit network design by genetic algorithm with elitism,Md. Khaledur Rahman
brac_author_180,brac_paper_380,Transit network design by genetic algorithm with elitism,M. Sohel Rahman
brac_author_881,brac_paper_381,Computational Intelligence Techniques in Earth and Environmental Sciences,Exploring the Behavior
brac_author_882,brac_paper_381,Computational Intelligence Techniques in Earth and Environmental Sciences,Changing Trends of Rainfall
brac_author_883,brac_paper_381,Computational Intelligence Techniques in Earth and Environmental Sciences,Temperature Using Statistical Computing Techniques
brac_author_849,brac_paper_382,Structural image retrieval using automatic image annotation and region based inverted file,M. M. Islam
brac_author_884,brac_paper_382,Structural image retrieval using automatic image annotation and region based inverted file,G. Lu
brac_author_885,brac_paper_383,HMEC: A Heuristic Algorithm for Individual Haplotyping with Minimum Error Correction,Abdullah Mueen
brac_author_283,brac_paper_383,HMEC: A Heuristic Algorithm for Individual Haplotyping with Minimum Error Correction,Md. Saidur Rahman
brac_author_479,brac_paper_384,Naive Binning Improves Phylogenomic Analyses,Md. Shamsuzzoha Bayzid
brac_author_650,brac_paper_384,Naive Binning Improves Phylogenomic Analyses,Tandy Warnow
brac_author_886,brac_paper_385,13-108,Business
brac_author_887,brac_paper_385,13-108,Enterprise Applications (IJEBEA)
brac_author_519,brac_paper_386,Kathryn S. McKinley,Rifat Shahriyar
brac_author_856,brac_paper_386,Kathryn S. McKinley,Stephen M. Blackburn
brac_author_888,brac_paper_386,Kathryn S. McKinley,Xi Yang
brac_author_669,brac_paper_387,CGAL: computing genome assembly likelihoods,A. H. Rahman
brac_author_889,brac_paper_387,CGAL: computing genome assembly likelihoods,Lior Pachter
brac_author_890,brac_paper_388,Recent Patents on DNA and Gene Sequences,Pattern Matching in Indeterminate
brac_author_891,brac_paper_388,Recent Patents on DNA and Gene Sequences,Arc-Annotated Sequences
brac_author_309,brac_paper_389,5,Algorithms
brac_author_310,brac_paper_389,5,Applications (DMAA)
brac_author_878,brac_paper_390,A graph-theoretic model to solve the approximate string matching problem allowing for translocations,Pritom Ahmed
brac_author_840,brac_paper_390,A graph-theoretic model to solve the approximate string matching problem allowing for translocations,A. S. Islam
brac_author_180,brac_paper_390,A graph-theoretic model to solve the approximate string matching problem allowing for translocations,M. Sohel Rahman
brac_author_312,brac_paper_391,Sue Whitesides,Debajyoti Mondal
brac_author_892,brac_paper_391,Sue Whitesides,Rahnuma Islam Nishat
brac_author_283,brac_paper_391,Sue Whitesides,Md. Saidur Rahman
brac_author_893,brac_paper_392,17,Jounal of Graph Algorithms
brac_author_603,brac_paper_392,17,Applications
brac_author_766,brac_paper_393,Computing a Longest Common Subsequence that is Almost Increasing on Sequences Having No Repeated Elements,Johra Muhammad Moosa
brac_author_180,brac_paper_393,Computing a Longest Common Subsequence that is Almost Increasing on Sequences Having No Repeated Elements,M. Sohel Rahman
brac_author_894,brac_paper_393,Computing a Longest Common Subsequence that is Almost Increasing on Sequences Having No Repeated Elements,F. T. Zohora
brac_author_895,brac_paper_394,International Journal of Modern Education and Computer Science (IJMECS),A Biometric Based: 3-D Ear Recognition System Combining Local
brac_author_896,brac_paper_394,International Journal of Modern Education and Computer Science (IJMECS),Holistic Features
brac_author_897,brac_paper_395,Improving the Performance of a Genome Sorting Algorithm with Inverted Block-Interchange,Deen Mohammad Abdullah
brac_author_898,brac_paper_395,Improving the Performance of a Genome Sorting Algorithm with Inverted Block-Interchange,Wali Md Abdullah
brac_author_180,brac_paper_395,Improving the Performance of a Genome Sorting Algorithm with Inverted Block-Interchange,M. Sohel Rahman
brac_author_899,brac_paper_396,H-HIBASE: Compression Enhancement of HIBASE Technique Using Huffman Coding,Ahsan Habib
brac_author_293,brac_paper_396,H-HIBASE: Compression Enhancement of HIBASE Technique Using Huffman Coding,Abu Sayed Md. Latiful Hoque
brac_author_900,brac_paper_396,H-HIBASE: Compression Enhancement of HIBASE Technique Using Huffman Coding,Md. Russel Hussain
brac_author_901,brac_paper_397,Information Processing Letters,A divide
brac_author_902,brac_paper_397,Information Processing Letters,conquer approach
brac_author_903,brac_paper_397,Information Processing Letters,a work-optimal parallel algorithm for the LIS problem
brac_author_904,brac_paper_398,Information Processing Letters,Prefix transpositions on binary
brac_author_821,brac_paper_398,Information Processing Letters,ternary strings
brac_author_905,brac_paper_399,17,Journal of Graph Algorithms
brac_author_906,brac_paper_399,17,Applications (JGAA)
brac_author_905,brac_paper_400,17,Journal of Graph Algorithms
brac_author_906,brac_paper_400,17,Applications (JGAA)
brac_author_312,brac_paper_401,Md. Saidur Rahman,Debajyoti Mondal
brac_author_907,brac_paper_401,Md. Saidur Rahman,Sudip Biswas
brac_author_892,brac_paper_401,Md. Saidur Rahman,Rahnuma Islam Nishat
brac_author_908,brac_paper_402,International Journal of Computer and Electrical Engineering,Combination of Gabor
brac_author_909,brac_paper_402,International Journal of Computer and Electrical Engineering,curvelet texture features for face recognition using principal component analysis
brac_author_849,brac_paper_403,Rotation invariant curvelet features for region based image retrieval,M. M. Islam
brac_author_884,brac_paper_403,Rotation invariant curvelet features for region based image retrieval,G. Lu
brac_author_849,brac_paper_404,A review on automatic image annotation techniques,M. M. Islam
brac_author_884,brac_paper_404,A review on automatic image annotation techniques,G. Lu
brac_author_479,brac_paper_405,Estimating Optimal Species Trees from Incomplete Gene Trees under Deep Coalescence,Md. Shamsuzzoha Bayzid
brac_author_650,brac_paper_405,Estimating Optimal Species Trees from Incomplete Gene Trees under Deep Coalescence,Tandy Warnow
brac_author_118,brac_paper_406,QRTT: Stateful Round Trip Time Estimation for Wireless Embedded Systems Using Q-Learning. Embedded Systems Letters (ESL),A. B. M. A. A. Islam
brac_author_807,brac_paper_406,QRTT: Stateful Round Trip Time Estimation for Wireless Embedded Systems Using Q-Learning. Embedded Systems Letters (ESL),V. Raghunathan
brac_author_910,brac_paper_407,5,International Journal of Database Theory
brac_author_911,brac_paper_407,5,Application
brac_author_912,brac_paper_408,3,International Journal of Energy Information
brac_author_913,brac_paper_408,3,Communications
brac_author_179,brac_paper_409,Journal of Discrete Algorithms,Muhammad Rashed Alam
brac_author_180,brac_paper_409,Journal of Discrete Algorithms,M. Sohel Rahman
brac_author_914,brac_paper_409,Journal of Discrete Algorithms,The substring inclusion constraint longest common subsequence problem can be solved in quadratic time
brac_author_915,brac_paper_410,Journal of Networks,F. T. Jaigirdar
brac_author_577,brac_paper_410,Journal of Networks,Mohammad Mahfuzul Islam
brac_author_916,brac_paper_410,Journal of Networks,Assurance of the Maximum Destruction in Battlefield using Cost-Effective Approximation Techniques
brac_author_312,brac_paper_411,Md. Saidur Rahman,Debajyoti Mondal
brac_author_892,brac_paper_411,Md. Saidur Rahman,Rahnuma Islam Nishat
brac_author_917,brac_paper_411,Md. Saidur Rahman,Sue Whitesides
brac_author_918,brac_paper_412,International Journal of e-Education,Problem-Based e-Learning
brac_author_919,brac_paper_412,International Journal of e-Education,Evaluation System for Database Design
brac_author_920,brac_paper_412,International Journal of e-Education,Programming in SQL
brac_author_754,brac_paper_413,M. Sohel Rahman,Shihabur Rahman Chowdhury
brac_author_839,brac_paper_413,M. Sohel Rahman,Md. Mahbubul Hasan
brac_author_524,brac_paper_413,M. Sohel Rahman,Sumaiya Iqbal
brac_author_146,brac_paper_414,2012.,IEEE Transactions on Knowledge
brac_author_921,brac_paper_414,2012.,Data Engineering (IEEE TKDE)
brac_author_124,brac_paper_415,Countering Overlapping Rectangle Privacy Attack for Moving kNN Queries,Tanzima Hashem
brac_author_775,brac_paper_415,Countering Overlapping Rectangle Privacy Attack for Moving kNN Queries,Lars Kulik
brac_author_922,brac_paper_415,Countering Overlapping Rectangle Privacy Attack for Moving kNN Queries,Rui Zhang
brac_author_108,brac_paper_416,QRTT: Stateful Round Trip Time Estimation for Wireless Embedded Systems Using Q-Learning,A. B. M. Alim Al Islam
brac_author_807,brac_paper_416,QRTT: Stateful Round Trip Time Estimation for Wireless Embedded Systems Using Q-Learning,V. Raghunathan
brac_author_487,brac_paper_417,5,Network
brac_author_923,brac_paper_417,5,System Sciences (IJCNS)
brac_author_684,brac_paper_418,Robin Kravets,Md. Yusuf Sarwar Uddin
brac_author_924,brac_paper_418,Robin Kravets,Hossein Ahmadi
brac_author_925,brac_paper_418,Robin Kravets,Tarek Abdelzaher
brac_author_926,brac_paper_419,Journal of Multimedia (JMM),Genetic Approach for a Flexible Cell Phone Keypad with Reduced Keystrokes
brac_author_927,brac_paper_419,Journal of Multimedia (JMM),Key Jamming for Better Human Technology Interaction
brac_author_60,brac_paper_420,the DKE Journal (Impact Factor: 1.852).,Mohammed Eunus Ali
brac_author_928,brac_paper_420,the DKE Journal (Impact Factor: 1.852).,E. Tanin
brac_author_929,brac_paper_420,the DKE Journal (Impact Factor: 1.852).,R. Zhang
brac_author_930,brac_paper_420,the DKE Journal (Impact Factor: 1.852).,R. Kotagiri
brac_author_931,brac_paper_420,the DKE Journal (Impact Factor: 1.852).,Probabilistic Voronoi Diagrams for Probabilistic Moving Nearest Neighbor Queries
brac_author_932,brac_paper_421,Ad Hoc & Sensor Wireless Networks (AHSWN),Md. Ehtesamul Haque
brac_author_862,brac_paper_421,Ad Hoc & Sensor Wireless Networks (AHSWN),A.K.M. Ashikur Rahman
brac_author_933,brac_paper_421,Ad Hoc & Sensor Wireless Networks (AHSWN),On Construction of Interference-Aware k-Fault Resistant Topologies for Wireless Ad hoc networks
brac_author_570,brac_paper_422,9,AKCE International Journal of Graphs
brac_author_571,brac_paper_422,9,Combinatorics
brac_author_934,brac_paper_423,Diversity Guided Evolutionary Programming: A novel approach for continuous optimization,M. S. Alam
brac_author_667,brac_paper_423,Diversity Guided Evolutionary Programming: A novel approach for continuous optimization,Md. Monirul Islam
brac_author_668,brac_paper_423,Diversity Guided Evolutionary Programming: A novel approach for continuous optimization,Xin Yao
brac_author_935,brac_paper_423,Diversity Guided Evolutionary Programming: A novel approach for continuous optimization,K. Murase
brac_author_849,brac_paper_424,Journal of Computers,M. M. Islam
brac_author_293,brac_paper_424,Journal of Computers,Abu Sayed Md. Latiful Hoque
brac_author_936,brac_paper_424,Journal of Computers,Automated Essay Scoring Using Generalized Latent Semantic Analysis
brac_author_937,brac_paper_425,A Cost Analysis Framework for NEMO Prefix Delegation-based Schemes,A. Z. M. Shahriar
brac_author_26,brac_paper_425,A Cost Analysis Framework for NEMO Prefix Delegation-based Schemes,Md. Shohrab Hossain
brac_author_938,brac_paper_425,A Cost Analysis Framework for NEMO Prefix Delegation-based Schemes,M. Atiquzzaman
brac_author_939,brac_paper_426,Journal of Networks,Cost
brac_author_940,brac_paper_426,Journal of Networks,Efficiency Analysis of NEMO Protocol Entities
brac_author_941,brac_paper_427,Journal of Discrete Algorithms,Sub-quadratic Time
brac_author_942,brac_paper_427,Journal of Discrete Algorithms,Linear Space Data Structures for Permutation Matching in Binary Strings
brac_author_943,brac_paper_428,9,IEEE Transaction on Dependable
