Authors,Title
"573.	Md. Monirul Islam, K. Murase",Evolving Autonomous Robots in Variable Environment: Effects of Fitness Function
"574.	Md. Monirul Islam, M. R. M. Khondoker, C. M. Rahman",Application of artificial intelligence techniques in automatic hull form generation
"575.	F Ahmed, MS Alam, M. Kaykobad, Data Storage and Recording",Instrumentation and Measurement
"576.	M. A. Kashem, X. Zhou, and T. Nishizeki",Algorithms for generalized vertex-rankings of partial k-trees
"577.	Rezaul Alam Chowdhury, Suman Kumar Nath, M. Kaykobad",A Simplified Complexity Analysis of McDiarmid and Reed s Variant of Bottom-up Heapsort Algorithm
"578.	Md. Saidur Rahman, Shin-ichi Nakano, Takao Nishizeki",Box-rectangular drawings of plane graphs
"579.	Rezaul Alam Chowdhury, Suman Kumar Nath, M. Kaykobad, The Heap Merge Sort",Computer & Mathematics with Applications
"580.	Abu Wasif, Mofizur Rahman Chowdhury",Application of Dynamic Programming Principle inDecision Tree Construction
"581.	Abu Wasif, Mofizur Rahman Chowdhury",Construction of Classification Trees by the Criterion of Attribute Dependency
"582.	M. M. H. Rahman, M. A. S. Kamal, Md. Monirul Islam, B. C. Ghosh",Fuzzy Logic versus PI Control of a Separately Excited DC Motor Drive-A Comparison
"583.	M. A. S. Kamal, M. A. Rafiq, Md. Monirul Islam, B. C. Ghosh",uzzy Logic Enhanced Indirect Vector Control of Induction Motor Drives
"584.	Suman Kumar Nath, Rezaul Alam Chowdhury, M. Kaykobad",On average edge length of minimum spanning trees
"585.	Md. Saidur Rahman, Shin-ichi Nakano, Takao Nishizeki",A linear algorithm for bendoptimal orthogonal drawings of triconnected cubic plane graphs
"586.	J. P. Shin, Muhammad Masroor Ali, H.S. e",Stroke order free on-line character recognition algorithm using inter-stroke information
"587.	X. Zhou, M. A. Kashem, and T. Nishizeki, Generalized edge-rankings of trees",IEICE transactions on fundamentals of electronics
"588.	M. Kaykobad, S.M. Humayun , Md. Shahid Ullah",An Approach to Bangla Text Analysis
"589.	M. Kaykobad, S.M. Humayun , Md. Shahid Ullah",Comparative Study of Different Compression Algorithms
"590.	A.F.R. Rahman , M. Kaykobad",A Complete Bengali OCR : A Novel Hybrid Approach to Handwritten Bengali Character Recognition
"591.	Rezaul Alam Chowdhury, Md. Sanaul Hoque , M. Kaykobad, Mode-finding algorithms revisited",International Journal of Computer Mathematics
"592.	M. Kaykobad, M.M. Islam, M.M. Murshed , E. Amyeen",3 is a more promising algorithmic parameter than 2
"593.	M.M. Murshed , M. Kaykobad",Linguistically Sortable Bengali Texts: a Case Study of Multilingual Applications
"594.	Md. Saidur Rahman, Shin-ichi Nakano, Takao Nishizeki, Rectangular grid drawings of plane graphs",Computational Geometry: Theory and Applications
"595.	Md. Monirul Islam, J Kamruzzaman",A neural network model for invariant pattern recognition
"596.	M. Kaykobad, Md. Sanaul Hoque, Md. Mostofa Akbar, Suman Kumar Nath",An Efficient Preprocessor for Solving Systems of Linear Equations
"597.	Md. Saidur Rahman, Shin-ichi Nakano, Takao Nishizeki",A linear-time algorithm for four-partitioning four-connected planar graphs
"598.	M. Kaykobad, A.A.K. Majumdar",An iterative algorithm for the 5-peg tower of Hanoi problem
"599.	M.M. Murshed , M. Kaykobad",Seek distances in two-headed disk systems
"600.	M. Kaykobad, Md. Shahadatullah Khan",On the performance of simplex algorithm
"601.	M. Kaykobad, S.T. Rahman, R.A. Bakhtiar , A.A.K. Majumdar",A recursive algorithm for the multi-peg tower of Hanoi problem
"602.	M. Kaykobad, Q.N.U. Ahmed, ATM Shafiqul Khalid, R.A. Bakhtiar",A new algorithm for ranking players of a round-robin tournament
"603.	H. S. e, Muhammad Masroor Ali",One dimensional-two dimensional dynamic programming character recognition algorithm with branched references
"604.	M. A. Kashem, S. M. Rahman",Printed Bangla alphabetic character recognition by syntactic method
"605.	M. Kaykobad, H.M. Hassan",An algorithm for designing Boolean functions with exclusive-or(EX-OR) & AND logic elements
"606.	M. Kaykobad, H.M. Hassan",Minimization procedure for determination of polarized polynomial form
"607.	Md. Saidur Rahman, M. S. Alam",Study of explicit and implicit token passing protocols in multiple bus LAN
"608.	Md. Saidur Rahman, M. S. Alam",Token access protocols in multiple bus local computer networks
"609.	M. Kaykobad, Q.N.U. Ahmed , R.A. Bakhtiar",An algorithm for ranking players in a round-robin tournament
"610.	M.H. Ahsan, M. Kaykobad, M. Shamsher Ali",Variational Monte Carlo calculations for the binding energy of 31 Si
"611.	M. Kaykobad, Towers of Hanoi with 4 pegs",Journal of Bangladesh Academy of Sciences
612.	M. Kaykobad,On polytopes with large number of vertices
613.	M. Kaykobad,On non-negative factorization of matrices
614.	M. Kaykobad,Positive solutions of positive linear systems
615.	M. Kaykobad,Positive solutions of a class of linear systems
"616.	V.Z. Ananina , M. Kaykobad",Generalized model of optimum usage of technical resources of a port
"617.	I.P. Tarasova , M. Kaykobad",On the method of solving the tasks of optimum planning in conditions of incomplete information
"618.	Md. Mustafizur Rahman, Mucahid Kutlu, Tamer Elsayed, Matthew Lease, Efficient Test Collection Construction via Active Learning",the Journal of the Association for Information Science and Technology (JASIS&T)
619.	Mohammed Eunus Ali,ISA 2016 workshop report: the Eighth ACM SIGSPATIAL International Workshop on Indoor Spatial Awareness (ISA
"620.	M. A. R. Azim, Costas S. Iliopoulos, M. Sohel Rahman, M. Samiruzzaman",SimpLiFiCPM: A Simple and Lightweight Filter-Based Algorithm for Circular Pattern Matching
"621.	A. S. Islam, M. Sohel Rahman",On the protein folding problem in 2D-triangular lattices
"622.	A.K.M. Ashikur Rahman, Xue Liu, Fanxin Kong","A Survey on Geographic Load Balancing based Data Center Power Management in the Smart Grid Environment """
"623.	A.K.M. Ashikur Rahman, Pawel Gburzynski, MAC-Assisted Topology Control for Ad-hoc Wireless Network",ACM/Wiley International Journal of Communication Systems (IJCS)
"624.	P. Gburzynski, B. Kaminska, A.K.M. Ashikur Rahman",On Reliable One-way Transmission of Data over Simple Wireless Channels
"625.	Md. Monirul Islam, X. Yao, K. Murase",A Constructive Algorithm for Training Cooperative Neural Network Ensembles
"626.	S.M. Masum, A.A. Ali, Md. Mostofa Akbar, A.K.M. Ashikur Rahman",A Consensus based Exclusion Algorithm for Mobile Ad hoc Networks
"627.	M. Y. S. Uddin, Md. Mostofa Akbar, S.M. Masum",Hierarchical Numbering based Addressing and Stateless Routing Scheme for Wireless Sensor Networks
"628.	Masud Hasan, T. M. Moosa, M. Sohel Rahman",Cache Oblivious Algorithms for the RMQ and the RMSQ Problems
"629.	M. Kaykobad, FJM Salzborn",The Minimum Connection Time and Majority Spanning Trees
"630.	Tasadduq Imam, M. Kaykobad, New Symbolic Substitution Based Addition Algorithm",International Journal of Computers and Mathematics with Applications
"631.	Sarana Nutanong, Mohammed Eunus Ali, Egemen Tanin, Kyriakos Mouratidis, Dynamic Nearest Neighbor Queries in Euclidean Space",Research Collection School Of Computing and Information Systems
"632.	Shamima Nasrin, Atif Rahman, Exploring systematic errors in sequencing technologies",2019 IEEE 19th International Conference on Bioinformatics and Bioengineering (BIBE)
"633.	Tasnim Kabir, Abida Sanjana Shemonti, Atif Hasan Rahman, Species Identification Using Partial DNA Sequence: A Machine Learning Approach",2018 IEEE 18th International Conference on Bioinformatics and Bioengineering (BIBE)
"634.	Raihan Kibria, Sheikh Intiser Uddin Dipta and Muhammad Abdullah Adnan, On Functional Competence of LLMs for Linguistic Disambiguation",ACM Conference on Computational Natural Language Learning (CoNLL 2024)
635.	Kazi Reyazul Hasan and Muhammad Abdullah Adnan,EMPATH: MediaPipe-aided Ensemble Learning with Attention-based Transformers for Accurate Recognition of Bangla Word-Level Sign Language
"636.	Khondker Salman Sayeed, Haz Sameen Shahgir, Tamzeed Mahfuz, Satak Kumar Dey, M. Saifur Rahman",Efficient Real-Time Video Colorization on Low-End CPUs via Pruning and Quantization
"637.	Asif Shahriar, Debojit Pandit, M. Saifur Rahman",XLNet-CNN: Combining Global Context Understanding of XLNet with Local Context Capture through Convolution for Improved Multi-Label Text Classification
"638.	Gourab Saha, Md Toki Tahmid, Md. Shamsuzzoha Bayzid",EmbedSimScore: Advancing Protein Similarity Analysis with Structural and Contextual Embeddings
"639.	Muhammad Anwarul Azim, Sk Ruhul Azgor, Sadia Sharmin, and Md. Saidur Rahman, On the Twin-width of Outerplanar Graphs",The 17th Annual International Conference on Combinatorial Optimization and Applications (COCOA'24)
"640.	Sujoy Das, Sadia Sharmin and Md. Saidur Rahman, Reducing Systemic Risks in Humanitarian Aid Work with Guided Network Topology",2024 International Conference on Information and Communication Technologies for Disaster Management (ICT-DM)
"641.	Md. Nahid Hasan, Raiyan Azim, Sadia Sharmin",Credibility Analysis of Robot Speech Based on Bangla Language Dialect
"642.	Mohammad, Suzad and Al Jobair, Abdullah and Shaiara, Fairuz and Sharmin, Sadia",Bridging the Gap: A Case Study of Utilizing Social Media to Accelerate Recovery and Structuring Disaster Management
"643.	Nishat Anjum Lea, Sadia Sharmin, Awal Ahmed Fime",Drowsiness and Emotion Detection of Drivers for Improved Road Safety
"644.	Chowdhury Mohammad Rakin Haider, Christopher W. Clifton, Ming Yin",Do Crowdsourced Fairness Preferences Correlate with Risk Perceptions?
"645.	Md Toki Tahmid, Haz Sameen Shahgir, Sazan Mahbub,Yue Dong, and Md. Shamsuzzoha Bayzid",BiRNA-BERT allows efficient RNA language modeling with adaptive tokenization.
"646.	Prottoy Saha, M Shamiul Islam, Tasnim Rahman, Adiba Shaira, Kazi Noshin, Rezwana Reaz, and Md Shamsuzzoha Bayzid, Gene Tree Parsimony in the Presence of Gene Duplication, Loss, and Incomplete Lineage Sorting",RECOMB International Workshop on Comparative Genomics (RECOMB-CG)
"647.	Abu Sayed Md Latiful Hoque, Md Raihan Mia, Mohammad Sajid Abdullah, Md. Jahedul Islam, Bipul Chandra Dev Nath, Muhammad Tanvir Rahman, Sheikh Iqbal Ahamed",BlockPRLS: Blockchain-Based Patient Record Linkage System for Big Data Analytics
"648.	Md. Olid Bhuiyan, Shafayat Hossain Majumder, Souvik Das, Suryadipta Majumdar and Md. Shohrab Hossain, On Detecting Malicious Code Injection by Monitoring Multi-level Container Activities",Proceedings of the 14th International Conference on Cloud Computing and Services Science
"649.	Zahin Wahab, Bishal Basak Papan and Md. Shohrab Hossain",Dealing with Smart GPS Spoofing Attacks in VANETs: 3BSM Approach
"650.	Zaber Ibn Abdul Hakim, Rasman Mubtasim Swargo, Muhammad Abdullah Adnan",Exploring Attention Mechanisms in Integration of Multi-Modal Information for Sign Language Recognition and Translation
"651.	Israt Jahan Mouri, Muhammad Ridowan, Muhammad Abdullah Adnan",XGDFed: Exposing Vulnerability in Byzantine Robust Federated Binary Classifiers with Novel Aggregation-Agnostic Model Poisoning Attack
"652.	Md Hasebul Hasan, Md Shariful Islam Khan, Md Shafayatul Haque, Ajmain Yasar Ahmed, Muhammad Abdullah Adnan",GuardFL: Detection and Removal of Malicious Clients Through Majority Consensus
"653.	Minaoar Hossain, Junaed Younus Khan, and Gias Uddin, ChatGPT Incorrectness Detection in Software Reviews",IEEE/ACM 46th International Conference on Software Engineering (ICSE)
"654.	Iftekhar E Mahbub Zeeon, Mir Mahathir Mohammad, Muhammad Abdullah Adnan, BTVSL: A Novel Sentence-Level Annotated Dataset for Bangla Sign Language Translation",The 18th IEEE International Conference on Automatic Face and Gesture Recognition (IEEE FG 2024)
"655.	Nazmul Takbir, Tahmeed Tarek, Muhammad Abdullah Adnan, Creek: Leveraging Serverless for Online Machine Learning on Streaming Data",14th International Conference on Cloud Computing and Services Science (CLOSER'24)
"656.	Taseen Mubassira, Mehedi Hasan, Sadia Sharmin",Reading The Mind's Eye: Detecting Trauma-Vulnerability In Individuals By Analyzing Attention Through Eye- Tracking
"657.	MD Anwarul Karim, Anik Islam, Sadia Sharmin",Insights into the Emotional Landscape of Bangladeshi Sports Fans: Deep Learning Based Sentiment Analysis of Sports-Related Bengali Comments on Facebook
"658.	Tasmiah Tamzid Anannya, Sharifa Rania Mahmud, Shahriar Rahman Khan, Syed Rohit Zaman, Md. Shah Jalal, Sadia Sharmin, From Blackboards to Byteboards: Adapting to the Digital Age on Campus",International IEEE Conference on Signal- Image Technologies and Internet-Based System (SITIS)
"659.	Ramisa Alam, Sazan Mahbub, Md Shamsuzzoha Bayzid",Pair-EGRET: Enhancing the prediction of protein-protein interaction sites through graph attention networks and protein language models.
"660.	Jabunnesa Jahan Sara and Md. Shohrab Hossain, Static Analysis Based Malware Detection for Zero-Day Attacks in Android Applications",2023 International Conference on Information and Communication Technology for Sustainable Development (ICICT4SD)
"661.	Shawon Kumar Saha, Rafidul Islam Sarker, Md. Shohrab Hossain and and Husnu S. Narman",Android Malware Detection Using Incremental Learning ApproachAndroid Malware Detection Using Incremental Learning Approach
"662.	Adeeba Anis and Md Shohrab Hossain, DDoS Attack Detection Using Ensemble Machine Learning",5th International Conference on Sustainable and Innovative Solutions for Current Challenges in Engineering & Technology (ICSISCET)
"663.	Shafayat Hossain Majumder, Sourov Jajodia, Suryadipta Majumdar, and Md. Shohrab Hossain",Layered Security Analysis for Container Images: Expanding Lightweight Pre-Deployment Scanning
"664.	Trishna Chakraborty, Hasan Murad, Imranur Rahman, Shohrab Hossain and Shagufta Mehnaz",SSecureImgStego: A Keyed Shuffling-based Deep Learning Model for Secure Image SteganographySecureImgStego: A Keyed Shuffling-based Deep Learning Model for Secure Image Steganography
"665.	Md. Nurul Muttakin, Muhammad Anwarul Azim, Md Iqbal Hossain, Md. Saidur Rahman",PRODG: Practical Overlapping Community Detection in Weighted Graphs using Deep GCNs
666.	Junaed Younus Khan and Gias Uddin,Combining Contexts from Multiple Sources for Documentation-Specific Code Example Generation
"667.	Junaed Younus Khan and Gias Uddin, Automatic Code Documentation Generation Using GPT-3",IEEE/ACM 37th International Conference on Automated Software Engineering (ASE)
,668.	Shareef Ahmed and James H. Anderson
"669.	Zelin Tong, Shareef Ahmed, and James H. Anderson",Holistically Budgeting Processing Graphs
"670.	Md Saiful Islam; Sangwu Lee; Abdelrahman Abdelkader; Sooyong Park; Ehsan Hoque, PARK: Parkinson’s Analysis with Remote Kinetic-tasks",2023 11th International Conference on Affective Computing and Intelligent Interaction Workshops and Demos (ACIIW)
"671.	Jamalia Sultana, Mashiyat Nayeem, Mahmuda Naznin, Tanvir Md. Faisal, Semi-Supervised Learning Based Femur Segmentation from QCT Images",IEEE 22nd International Conference on Machine Learning and Applications (ICMLA)
"672.	Shareef Ahmed, James H. Anderson",Optimal Multiprocessor Locking Protocols Under FIFO Scheduling
673.	Md. Abubakar Siddik and Ashikur Rahman,IT-SBA: An Improved Timer-based Scalable Broadcast Algorithm for Wireless Ad-hoc Networks
"674.	Md Mehedi Hasan, Ibrahim Hossain, Ashikur Rahman, Saeid Nahavandi, Controlled Dropout for Uncertainty Estimation",Proceedings of The IEEE International Conference on Systems
"675.	Afsana Ahmed Munia, Ibrahim Hossain, Seyed Mohammad Jafar Jalali, Pegah Tabarisaadi, Ashikur Rahman, Saeid Nahavandi",Uncertainty-Aware Deep Learning for Segmenting Ultrasound Images of Breast Tumours
"676.	Swapnil Dey, Md. Musharaf Hossain, Asif Mustafa Hassan, Ashikur Rahman, Tamima Tarin, Effect of Smile on Facial Landmark Based Face Recognition",Proceedings of The IEEE International Conference on Systems
"677.	Md. Abubakar Siddik, Tawsif Shahriar, SM Zuhair Zawhar Zaki, Ashikur Rahman, Monirul Haque Imon, Raqeebir Rab, and Abderrahmane Leshob",A novel FRTS/FCTS-based MAC Protocol for In-band Full-duplex Wireless Ad-hoc Networks
"678.	G. M. Shahariar, Tahmid Hasan, Anindya Iqbal, and Gias Uddin, Contrastive Learning for API Aspect Analysis",38th IEEE/ACM International Conference on Automated Software Engineering (ASE2023)
,679.	Mehedi Hasan and Moloud Abdar and Abbas Khosravi and Uwe Aickelin and Pietro Lio' and Ibrahim Hossain and Ashikur Rahman and Saeid Nahav
,680.	Md. Abubakar Siddik and Tawsif Shahriar and SM Zuhair Zawhar Zaki and Monirul Haque Imon and Ashikur Rahman and Raqeebir Rab and Abderrahmane Leshob
"681.	Syed Md. Mukit Rashid, Md. Toufikuzzaman , and Md. Shohrab Hossain",A Deep Learning Based Semi-Supervised Network Intrusion Detection System Robust to Adversarial Attacks
"682.	Saiful Islam Salim, Uday Kamal, Adnan Quaium, Mainul Hossain, Masfiqur Rahaman, Nazmul Hasan Sakib, Md Toki Tahmid, and A.B.M. Alim Al Islam, Long-Range Low-Cost Networking for Real-Time Monitoring of Rail Tracks in Developing Countries",Proceedings of the 2022 International Conference on Information and Communication Technologies and Development
