Author Name,Author ID
,BUET_
"""Cooling energy integration in SimGrid","BUET_""Cooling_energy_integration_in_SimGrid"
"""μ""SETL: A Set Based Programming Abstraction for Wireless Sensor Networks","BUET_""μ""SETL:_A_Set_Based_Programming_Abstraction_for_Wireless_Sensor_Networks"
1.	Zarif Ikram,BUET_1.	Zarif_Ikram
733.	Md. Shamsuzzoha Bayzid,BUET_733.	Md._Shamsuzzoha_Bayzid
734.	Tamanna Shaown,BUET_734.	Tamanna_Shaown
735.	Arunavo Dey,BUET_735.	Arunavo_Dey
737.	Junaed Younus Khan,BUET_737.	Junaed_Younus_Khan
738.	Masum Hasan,BUET_738.	Masum_Hasan
739.	M S. Islam,BUET_739.	M_S._Islam
74.	Taslim Arefin Khan,BUET_74.	Taslim_Arefin_Khan
740.	Tarik Reza Toha,BUET_740.	Tarik_Reza_Toha
741.	Sabiha Nasrin,BUET_741.	Sabiha_Nasrin
742.	Aniruddha Ganguly,BUET_742.	Aniruddha_Ganguly
743.	SM Maksudul Alam,BUET_743.	SM_Maksudul_Alam
744.	Nusrath Tabassum,BUET_744.	Nusrath_Tabassum
745.	Kazi Samiul Kader,BUET_745.	Kazi_Samiul_Kader
746.	Tarannum Zaki,BUET_746.	Tarannum_Zaki
747.	Tania Tahmina Jui,BUET_747.	Tania_Tahmina_Jui
748.	Indra Prosad Roy,BUET_748.	Indra_Prosad_Roy
749.	Faisal Bin Ashraf,BUET_749.	Faisal_Bin_Ashraf
75.	Tarik Reza Toha,BUET_75.	Tarik_Reza_Toha
750.	Junaed Younus Khan,BUET_750.	Junaed_Younus_Khan
751.	Md Abdullah Al Alamin,BUET_751.	Md_Abdullah_Al_Alamin
752.	Fauhat Ali Khan Panni,BUET_752.	Fauhat_Ali_Khan_Panni
753.	Raihan Mia,BUET_753.	Raihan_Mia
754.	Nabil Ibtehaz,BUET_754.	Nabil_Ibtehaz
756.	Md. Shanjinur Islam and Ashikur Rahman,BUET_756.	Md._Shanjinur_Islam_and_Ashikur_Rahman
757.	Syeda Farzia Afroze and Ashikur Rahman,BUET_757.	Syeda_Farzia_Afroze_and_Ashikur_Rahman
758.	Khalid Hasan,BUET_758.	Khalid_Hasan
759.	Tahmid Hasan,BUET_759.	Tahmid_Hasan
76.	Jannatun Noor,BUET_76.	Jannatun_Noor
760.	Masum Hasan,BUET_760.	Masum_Hasan
761.	Syed Rohit Zaman,BUET_761.	Syed_Rohit_Zaman
762.	Tarikul Islam Papon,BUET_762.	Tarikul_Islam_Papon
763.	Tarikul Islam Papon,BUET_763.	Tarikul_Islam_Papon
764.	Md Kamrul Hasan,BUET_764.	Md_Kamrul_Hasan
765.	Md. Mahbubur Rahman,BUET_765.	Md._Mahbubur_Rahman
766.	Md. Rafi-Ur-Rashid,BUET_766.	Md._Rafi-Ur-Rashid
767.	Tahmid Hasan,BUET_767.	Tahmid_Hasan
768.	Rayhan Rashed,BUET_768.	Rayhan_Rashed
769.	Joshua Bakita,BUET_769.	Joshua_Bakita
77.	Metin Balaban,BUET_77.	Metin_Balaban
770.	Shareef Ahmed,BUET_770.	Shareef_Ahmed
771.	Rahman Rifat and Rahman Md. Rishadur and Tripto Nafis Irtiza and Ali Mohammed Eunus and Apon Sajid Hasan and Shahriyar Rifat,BUET_771.	Rahman_Rifat_and_Rahman_Md._Rishadur_and_Tripto_Nafis_Irtiza_and_Ali_Mohammed_Eunus_and_Apon_Sajid_Hasan_and_Shahriyar_Rifat
772.	Fariha Tabassum Islam,BUET_772.	Fariha_Tabassum_Islam
773.	Mohammed Latif Siddiq,BUET_773.	Mohammed_Latif_Siddiq
774.	Rifat Rahman,BUET_774.	Rifat_Rahman
775.	Ajoy Das,BUET_775.	Ajoy_Das
776.	Mosaddek Hossain,BUET_776.	Mosaddek_Hossain
777.	. Azmin and A. B. M. A. A. Islam,BUET_777.	._Azmin_and_A._B._M._A._A._Islam
778.	F. Feroz and A. B. M. A. A. Islam,BUET_778.	F._Feroz_and_A._B._M._A._A._Islam
779.	M. A. Rahman,BUET_779.	M._A._Rahman
78.	Sazan Mahbub,BUET_78.	Sazan_Mahbub
780.	S. I. Salim,BUET_780.	S._I._Salim
781.	Md Shohel Khan,BUET_781.	Md_Shohel_Khan
782.	Md Turab Hossain,BUET_782.	Md_Turab_Hossain
783.	Tanjim Munir Dipon,BUET_783.	Tanjim_Munir_Dipon
784.	Md Khairul Islam,BUET_784.	Md_Khairul_Islam
785.	Ren-Hung Hwang,BUET_785.	Ren-Hung_Hwang
786.	Md Mizanur Rahman,BUET_786.	Md_Mizanur_Rahman
787.	Atanu Shome,BUET_787.	Atanu_Shome
79.	Md Ruhul Amin,BUET_79.	Md_Ruhul_Amin
790.	Yeaseen Arafat and Kazi Samin Yeaser and Ashikur Rahman and Arnab Dasgupta,BUET_790.	Yeaseen_Arafat_and_Kazi_Samin_Yeaser_and_Ashikur_Rahman_and_Arnab_Dasgupta
791.	Subhadeep Sarkar,BUET_791.	Subhadeep_Sarkar
792.	Sharmin,BUET_792.	Sharmin
794.	Sameera Jayaratna and Timos Sellis and Caslon Chua and Mohammed Eunus Ali,BUET_794.	Sameera_Jayaratna_and_Timos_Sellis_and_Caslon_Chua_and_Mohammed_Eunus_Ali
795.	Bushra Hossain and Kazi Abir Adnan and Md. Fazle Rabbi and Mohammed Eunus Ali,BUET_795.	Bushra_Hossain_and_Kazi_Abir_Adnan_and_Md._Fazle_Rabbi_and_Mohammed_Eunus_Ali
797.	Tahmid Hasan,BUET_797.	Tahmid_Hasan
798.	Shadman Saqib Eusuf,BUET_798.	Shadman_Saqib_Eusuf
799.	Meem,BUET_799.	Meem
7th Multi-Conference,BUET_7th_Multi-Conference
8.	Sheikh Azizul Hakim,BUET_8.	Sheikh_Azizul_Hakim
80.	Arup Barua,BUET_80.	Arup_Barua
800.	Syed Mostofa Monsur,BUET_800.	Syed_Mostofa_Monsur
801.	Zeenat Islam,BUET_801.	Zeenat_Islam
802.	Santa Maria Shithil,BUET_802.	Santa_Maria_Shithil
803.	Md. Saqib Hasan,BUET_803.	Md._Saqib_Hasan
805.	Sims Hill Osborne,BUET_805.	Sims_Hill_Osborne
806.	Shareef Ahmed,BUET_806.	Shareef_Ahmed
807.	Sarkar Snigdha Sarathi Das,BUET_807.	Sarkar_Snigdha_Sarathi_Das
809.	Nazmus Saquib and Ashikur Rahman,BUET_809.	Nazmus_Saquib_and_Ashikur_Rahman
81.	Asad Ali,BUET_81.	Asad_Ali
810.	A. M. Ishmam and S. Sharmin,BUET_810.	A._M._Ishmam_and_S._Sharmin
811.	Sharmin,BUET_811.	Sharmin
812.	Renascence Tarafder Prapty,BUET_812.	Renascence_Tarafder_Prapty
813.	Arnob Paul,BUET_813.	Arnob_Paul
814.	Md Abdullah Al Mamun,BUET_814.	Md_Abdullah_Al_Mamun
815.	Md Abdullah Al Mamun,BUET_815.	Md_Abdullah_Al_Mamun
817.	Syeda Nahida Akter,BUET_817.	Syeda_Nahida_Akter
818.	Md. Touhidul Islam,BUET_818.	Md._Touhidul_Islam
819.	Nazia Hossain,BUET_819.	Nazia_Hossain
82.	Faria Huq,BUET_82.	Faria_Huq
820.	Nafis Sadeq,BUET_820.	Nafis_Sadeq
821.	Shafayat Ahmed,BUET_821.	Shafayat_Ahmed
822.	Md. Shamsul Arifin Mozumder,BUET_822.	Md._Shamsul_Arifin_Mozumder
823.	Khondokar Solaiman,BUET_823.	Khondokar_Solaiman
824.	Muhammad Ali Nayeem,BUET_824.	Muhammad_Ali_Nayeem
825.	D. R. Das and A. B. M. A. A. Islam,BUET_825.	D._R._Das_and_A._B._M._A._A._Islam
826.	S. Ullah and A. B. M. A. A. Islam,BUET_826.	S._Ullah_and_A._B._M._A._A._Islam
827.	M. Islam,BUET_827.	M._Islam
828.	Atif Rahman,BUET_828.	Atif_Rahman
829.	Rezwana Reaz,BUET_829.	Rezwana_Reaz
83.	Md Ashraful Islam,BUET_83.	Md_Ashraful_Islam
830.	Irfan Alahi,BUET_830.	Irfan_Alahi
831.	Ishtiyaque Ahmad,BUET_831.	Ishtiyaque_Ahmad
834.	Shahidul Islam Khan,BUET_834.	Shahidul_Islam_Khan
835.	Shahidul Islam Khan,BUET_835.	Shahidul_Islam_Khan
836.	Md Manzurul Hasan,BUET_836.	Md_Manzurul_Hasan
837.	Md Atik Enam,BUET_837.	Md_Atik_Enam
839.	Sharmin Akther Purabi,BUET_839.	Sharmin_Akther_Purabi
84.	Md Saddam Hossain Mukta,BUET_84.	Md_Saddam_Hossain_Mukta
840.	Partha Chakraborty,BUET_840.	Partha_Chakraborty
841.	Muhammad Ali Nayeem,BUET_841.	Muhammad_Ali_Nayeem
842.	S. Sharmin and K. Solaiman,BUET_842.	S._Sharmin_and_K._Solaiman
843.	S. Sharmin and S. I. Salim and K. R. I. Sanim,BUET_843.	S._Sharmin_and_S._I._Salim_and_K._R._I._Sanim
844.	W. R. Bristi and F. Chowdhury and S. Sharmin,BUET_844.	W._R._Bristi_and_F._Chowdhury_and_S._Sharmin
845.	Ishmam,BUET_845.	Ishmam
846.	Sharmin,BUET_846.	Sharmin
847.	Sharmin,BUET_847.	Sharmin
848.	S. Sharmin,BUET_848.	S._Sharmin
849.	Mohammed Eunus Ali,BUET_849.	Mohammed_Eunus_Ali
85.	Syed Moshfeq Salaken,BUET_85.	Syed_Moshfeq_Salaken
850.	Chaluka Salgado,BUET_850.	Chaluka_Salgado
851.	Tamanna Shaown,BUET_851.	Tamanna_Shaown
852.	Jabunnesa Jahan Sara,BUET_852.	Jabunnesa_Jahan_Sara
853.	Mainuddin Ahmad Jonas,BUET_853.	Mainuddin_Ahmad_Jonas
854.	Md. Ishtiaq Ashiq,BUET_854.	Md._Ishtiaq_Ashiq
855.	Suman Saha,BUET_855.	Suman_Saha
856.	R. Rab,BUET_856.	R._Rab
857.	Sumaiya Tabassum Nimi,BUET_857.	Sumaiya_Tabassum_Nimi
858.	Md. Raihan Mia,BUET_858.	Md._Raihan_Mia
859.	Shahidul Islam Khan,BUET_859.	Shahidul_Islam_Khan
86.	Md Adnan Arefeen,BUET_86.	Md_Adnan_Arefeen
860.	Tasnim Kabir,BUET_860.	Tasnim_Kabir
861.	Shareef Ahmed,BUET_861.	Shareef_Ahmed
862.	Zakia Zaman,BUET_862.	Zakia_Zaman
863.	Md Rafid Ul Islam,BUET_863.	Md_Rafid_Ul_Islam
864.	Syeda Israt Ferdaus,BUET_864.	Syeda_Israt_Ferdaus
865.	Ahammad Karim,BUET_865.	Ahammad_Karim
866.	Md Shohel Khan,BUET_866.	Md_Shohel_Khan
867.	Sudipta Saha Shubha,BUET_867.	Sudipta_Saha_Shubha
868.	Shareef Ahmed,BUET_868.	Shareef_Ahmed
869.	Ranak Roy Chowdhury,BUET_869.	Ranak_Roy_Chowdhury
87.	Sazan Mahbub,BUET_87.	Sazan_Mahbub
870.	Md. Mustafizur Rahman,BUET_870.	Md._Mustafizur_Rahman
871.	Hasan Murad,BUET_871.	Hasan_Murad
872.	M. S. Islam,BUET_872.	M._S._Islam
873.	T. R. Toha,BUET_873.	T._R._Toha
874.	T. Kabir and A. B. M. A. A. Islam,BUET_874.	T._Kabir_and_A._B._M._A._A._Islam
875.	S. Sarmin,BUET_875.	S._Sarmin
876.	Zaheen Mustakin,BUET_876.	Zaheen_Mustakin
877.	Mayisha Alam,BUET_877.	Mayisha_Alam
878.	Masud Rana,BUET_878.	Masud_Rana
879.	Md Saidul Hoque Anik,BUET_879.	Md_Saidul_Hoque_Anik
88.	Sakib Mahmud,BUET_88.	Sakib_Mahmud
880.	Md Taksir Hasan Majumder,BUET_880.	Md_Taksir_Hasan_Majumder
881.	A sm Rizvi,BUET_881.	A_sm_Rizvi
882.	Mazharul Islam,BUET_882.	Mazharul_Islam
883.	Jannatun Noor,BUET_883.	Jannatun_Noor
884.	Shamir Ahmed,BUET_884.	Shamir_Ahmed
885.	Tusher Chakraborty,BUET_885.	Tusher_Chakraborty
886.	Suri Dipannita Sayeed,BUET_886.	Suri_Dipannita_Sayeed
887.	Maitraye Das,BUET_887.	Maitraye_Das
888.	Sifat E Jahan,BUET_888.	Sifat_E_Jahan
889.	Tamjid Al Rahat,BUET_889.	Tamjid_Al_Rahat
89.	Md Zahangir Alam,BUET_89.	Md_Zahangir_Alam
890.	Sk Kamruzzaman,BUET_890.	Sk_Kamruzzaman
891.	Sikder Tahsin Al-Amin,BUET_891.	Sikder_Tahsin_Al-Amin
893.	Md. Nasim Adnan,BUET_893.	Md._Nasim_Adnan
894.	Zakaria Mehrab,BUET_894.	Zakaria_Mehrab
895.	Partha Chakraborty,BUET_895.	Partha_Chakraborty
896.	Sk Adnan Hassan,BUET_896.	Sk_Adnan_Hassan
897.	Rudra Ranajee Saha,BUET_897.	Rudra_Ranajee_Saha
898.	ASM Ahsan-Ul Haque,BUET_898.	ASM_Ahsan-Ul_Haque
899.	Md Mahmudul Hasan,BUET_899.	Md_Mahmudul_Hasan
90.	Bassam Ali Jaber,BUET_90.	Bassam_Ali_Jaber
900.	Laboni Sarker,BUET_900.	Laboni_Sarker
901.	Md. Delwar Hossain,BUET_901.	Md._Delwar_Hossain
902.	N. I. Tripto,BUET_902.	N._I._Tripto
903.	Khaleda Papry,BUET_903.	Khaleda_Papry
904.	Samiha Islam Abrita,BUET_904.	Samiha_Islam_Abrita
905.	Sharafat Ibn Mollah Mosharraf,BUET_905.	Sharafat_Ibn_Mollah_Mosharraf
906.	Ananya Bhattacharjee,BUET_906.	Ananya_Bhattacharjee
907.	Chowdhury Nawrin Ferdous,BUET_907.	Chowdhury_Nawrin_Ferdous
908.	Nazia Hossain,BUET_908.	Nazia_Hossain
909.	Abu Reyan Ahmed,BUET_909.	Abu_Reyan_Ahmed
91.	Shehab S Ahmed,BUET_91.	Shehab_S_Ahmed
910.	Saad Maznur,BUET_910.	Saad_Maznur
911.	Tahsin Amin,BUET_911.	Tahsin_Amin
912.	Mohammed Saber,BUET_912.	Mohammed_Saber
913.	Sk Tahsin Amin,BUET_913.	Sk_Tahsin_Amin
914.	M. A. R. Azim,BUET_914.	M._A._R._Azim
915.	Nafisa Anzum,BUET_915.	Nafisa_Anzum
916.	Md. Mehrab Tanjim,BUET_916.	Md._Mehrab_Tanjim
917.	Wazir Zada Khan,BUET_917.	Wazir_Zada_Khan
918.	Bayzid Md Shamsuzzoha and Warnow Tandy,BUET_918.	Bayzid_Md_Shamsuzzoha_and_Warnow_Tandy
919.	R. Toha,BUET_919.	R._Toha
92.	Farhanaz Farheen,BUET_92.	Farhanaz_Farheen
920.	M. Alam,BUET_920.	M._Alam
921.	Ishmam,BUET_921.	Ishmam
922.	Bhattacharjee,BUET_922.	Bhattacharjee
923.	P. Chakraborty,BUET_923.	P._Chakraborty
924.	S. Dutta,BUET_924.	S._Dutta
925.	Noor,BUET_925.	Noor
926.	S. Newaz,BUET_926.	S._Newaz
927.	T. Chakraborty,BUET_927.	T._Chakraborty
928.	. Tairin,BUET_928.	._Tairin
929.	R. Shikder,BUET_929.	R._Shikder
93.	Sheikh Saifur Rahman Jony,BUET_93.	Sheikh_Saifur_Rahman_Jony
930.	Md S. Islam,BUET_930.	Md_S._Islam
931.	J. Noor and A. B. M. A. A. Islam,BUET_931.	J._Noor_and_A._B._M._A._A._Islam
932.	T. Chakraborty,BUET_932.	T._Chakraborty
933.	T. R. Toha,BUET_933.	T._R._Toha
934.	T. Chakraborty,BUET_934.	T._Chakraborty
935.	S. Tairin and A. B. M. A. A. Islam,BUET_935.	S._Tairin_and_A._B._M._A._A._Islam
936.	S. Akter,BUET_936.	S._Akter
937.	T. R. Toha,BUET_937.	T._R._Toha
938.	M. A. Islam and A. B. M. A. A. Islam,BUET_938.	M._A._Islam_and_A._B._M._A._A._Islam
939.	A.S.M Rizvi,BUET_939.	A.S.M_Rizvi
94.	Minjun Park,BUET_94.	Minjun_Park
940.	K. Papry and A. B. M. A. A. Islam,BUET_940.	K._Papry_and_A._B._M._A._A._Islam
941.	Sharifa Tahmida Kaniz and Jibon Naher and Tanzima Hashem,BUET_941.	Sharifa_Tahmida_Kaniz_and_Jibon_Naher_and_Tanzima_Hashem
942.	Mas-ud Hussain,BUET_942.	Mas-ud_Hussain
943.	Md Saddam Hossain Mukta,BUET_943.	Md_Saddam_Hossain_Mukta
944.	Shibbir Ahmed,BUET_944.	Shibbir_Ahmed
945.	Yuan-Cheng Lai,BUET_945.	Yuan-Cheng_Lai
946.	Sukarna Barua,BUET_946.	Sukarna_Barua
947.	M. M. Rahman,BUET_947.	M._M._Rahman
948.	A. S. M Rizvi,BUET_948.	A._S._M_Rizvi
949.	Naw Safrin Sattar,BUET_949.	Naw_Safrin_Sattar
95.	Mohammad Tawhidul Hasan Bhuiyan,BUET_95.	Mohammad_Tawhidul_Hasan_Bhuiyan
950.	Tasnim Kabir,BUET_950.	Tasnim_Kabir
951.	A. A. Nahian,BUET_951.	A._A._Nahian
952.	Abdullah Al Fuad,BUET_952.	Abdullah_Al_Fuad
953.	Sajedul Talukder,BUET_953.	Sajedul_Talukder
954.	Sajedul Talukder,BUET_954.	Sajedul_Talukder
955.	Anika Tabassum,BUET_955.	Anika_Tabassum
956.	Ashraful Hakim,BUET_956.	Ashraful_Hakim
957.	Anika Anwar,BUET_957.	Anika_Anwar
958.	Roksana Jahan,BUET_958.	Roksana_Jahan
959.	Samiul Anwar,BUET_959.	Samiul_Anwar
96.	Nabil Ibtehaz,BUET_96.	Nabil_Ibtehaz
960.	Tanzima Hashem,BUET_960.	Tanzima_Hashem
961.	Mousumi Akter,BUET_961.	Mousumi_Akter
962.	S. Ahmad,BUET_962.	S._Ahmad
963.	Faysal Hossain Shezan,BUET_963.	Faysal_Hossain_Shezan
964.	4. Muhammed Dastagir Husain,BUET_964.	4._Muhammed_Dastagir_Husain
965.	T. Ahmed,BUET_965.	T._Ahmed
967.	S. Sharmin,BUET_967.	S._Sharmin
968.	Syeda Farzia Afroze,BUET_968.	Syeda_Farzia_Afroze
969.	Sujoy Das,BUET_969.	Sujoy_Das
97.	Mahdi Baghbanzadeh,BUET_97.	Mahdi_Baghbanzadeh
970.	S. Sharmin,BUET_970.	S._Sharmin
971.	E M Wasifur Rahman Chowdhury,BUET_971.	E_M_Wasifur_Rahman_Chowdhury
972.	M. R. Hera,BUET_972.	M._R._Hera
973.	Shahidul Islam Khan,BUET_973.	Shahidul_Islam_Khan
974.	Sk. Kamruzzaman,BUET_974.	Sk._Kamruzzaman
975.	Abu Sayed Md. Latiful Hoque,BUET_975.	Abu_Sayed_Md._Latiful_Hoque
976.	Marjan Ferdousi,BUET_976.	Marjan_Ferdousi
977.	S. Rahman,BUET_977.	S._Rahman
978.	Ahmed Fahmin,BUET_978.	Ahmed_Fahmin
979.	Tusher Chakraborty,BUET_979.	Tusher_Chakraborty
98.	Deponker Sarker Depto,BUET_98.	Deponker_Sarker_Depto
980.	Md. Khaledur Rahman,BUET_980.	Md._Khaledur_Rahman
981.	Shareef Ahmed,BUET_981.	Shareef_Ahmed
982.	M. R. Hera,BUET_982.	M._R._Hera
983.	S. M. Farhad,BUET_983.	S._M._Farhad
984.	Malay Bhattacharyya,BUET_984.	Malay_Bhattacharyya
985.	Rakib Hasan,BUET_985.	Rakib_Hasan
986.	T. A. Sohan,BUET_986.	T._A._Sohan
987.	S. Sarmin,BUET_987.	S._Sarmin
988.	Ahmad,BUET_988.	Ahmad
989.	K. S. Kabir,BUET_989.	K._S._Kabir
99.	Sakib Mahmud,BUET_99.	Sakib_Mahmud
990.	Md. A. Islam and A. B. M. A. A. Islam,BUET_990.	Md._A._Islam_and_A._B._M._A._A._Islam
991.	S. Akter,BUET_991.	S._Akter
992.	N. Nurain and A. B. M. A. A. Islam,BUET_992.	N._Nurain_and_A._B._M._A._A._Islam
993.	T. A. Khan,BUET_993.	T._A._Khan
994.	T. A. Khan and A. B. M. A. A. Islam,BUET_994.	T._A._Khan_and_A._B._M._A._A._Islam
995.	T. Chakraborty,BUET_995.	T._Chakraborty
996.	T. Chakraborty,BUET_996.	T._Chakraborty
997.	T. Chakraborty,BUET_997.	T._Chakraborty
998.	M. H. Mahdi,BUET_998.	M._H._Mahdi
999.	Md Saddam Hossain Mukta,BUET_999.	Md_Saddam_Hossain_Mukta
A Al Farooq,BUET_A_Al_Farooq
A B M Alim Al Islam,BUET_A_B_M_Alim_Al_Islam
A B M S. Ali,BUET_A_B_M_S._Ali
A Cloud-based Dynamic Waste Management System for Smart Cities,BUET_A_Cloud-based_Dynamic_Waste_Management_System_for_Smart_Cities
A Clustering Heuristic by Effective Neighbor Selection,BUET_A_Clustering_Heuristic_by_Effective_Neighbor_Selection
A Complete OCR for Continuous Bengali Characters,BUET_A_Complete_OCR_for_Continuous_Bengali_Characters
A Constructive Algorithm for Neural Network Ensemble: Dynamical Change in Input Space (DCIS,BUET_A_Constructive_Algorithm_for_Neural_Network_Ensemble:_Dynamical_Change_in_Input_Space_(DCIS
A Deep Ensemble Approach of Anger Detection from Audio-Textual Conversations,BUET_A_Deep_Ensemble_Approach_of_Anger_Detection_from_Audio-Textual_Conversations
A Family of Ternary Reversible Quantum Gates,BUET_A_Family_of_Ternary_Reversible_Quantum_Gates
A Generic Thinning Algorithm with Better Performance,BUET_A_Generic_Thinning_Algorithm_with_Better_Performance
A Group Based Approach for Path Queries in Road Networks,BUET_A_Group_Based_Approach_for_Path_Queries_in_Road_Networks
A Hybrid P2P Protocol for Real-time Applications,BUET_A_Hybrid_P2P_Protocol_for_Real-time_Applications
A Hybrid Training Approach to Create Neural Network Ensemble,BUET_A_Hybrid_Training_Approach_to_Create_Neural_Network_Ensemble
A Keith Dunker,BUET_A_Keith_Dunker
A Linear Algorithm for Floorplan Compaction,BUET_A_Linear_Algorithm_for_Floorplan_Compaction
A Lubiw,BUET_A_Lubiw
A Model for Automatic Partial Evaluation of SQL Queries,BUET_A_Model_for_Automatic_Partial_Evaluation_of_SQL_Queries
A New Approach for Compressing Color Images using Neural Network,BUET_A_New_Approach_for_Compressing_Color_Images_using_Neural_Network
A New Approach for Designing Artificial Neural Networks,BUET_A_New_Approach_for_Designing_Artificial_Neural_Networks
A New Approach to File Encryption and Compression,BUET_A_New_Approach_to_File_Encryption_and_Compression
A New Approach to Solving the Closest-Pair Problem,BUET_A_New_Approach_to_Solving_the_Closest-Pair_Problem
A New Constructive Algorithm for Designing and Training,BUET_A_New_Constructive_Algorithm_for_Designing_and_Training
A New String Matching Algorithm,BUET_A_New_String_Matching_Algorithm
A Novel Algorithm for Translation,BUET_A_Novel_Algorithm_for_Translation
A Novel Approach for Infrastructure Deployment for VANET,BUET_A_Novel_Approach_for_Infrastructure_Deployment_for_VANET
A Novel Clustering-Based Ensemble Classification Model for Block Learning,BUET_A_Novel_Clustering-Based_Ensemble_Classification_Model_for_Block_Learning
A Parametric I/O Model for Modern Storage Devices,BUET_A_Parametric_I/O_Model_for_Modern_Storage_Devices
A Pragmatic Framework for Automated Unit Testing,BUET_A_Pragmatic_Framework_for_Automated_Unit_Testing
A Prioritized Service Protocol for Vehicular Communication,BUET_A_Prioritized_Service_Protocol_for_Vehicular_Communication
A Scalable Parallel Union-Find Algorithm for Distributed Memory Computers,BUET_A_Scalable_Parallel_Union-Find_Algorithm_for_Distributed_Memory_Computers
A Simple,BUET_A_Simple
A Soft-Real-Time-Optimal Semi-Clustered Scheduler with a Constant Tardiness Bound,BUET_A_Soft-Real-Time-Optimal_Semi-Clustered_Scheduler_with_a_Constant_Tardiness_Bound
A Structured Approach to Software Coding Quality Assurance,BUET_A_Structured_Approach_to_Software_Coding_Quality_Assurance
A Study on Neural Network Technique for Medical Diagnostic Reasoning,BUET_A_Study_on_Neural_Network_Technique_for_Medical_Diagnostic_Reasoning
A Two Layer Quorum Based Distributed Mutual Exclusion Algorithm,BUET_A_Two_Layer_Quorum_Based_Distributed_Mutual_Exclusion_Algorithm
A Web Service Based Architecture of Ubiquitous Computing,BUET_A_Web_Service_Based_Architecture_of_Ubiquitous_Computing
A Web-Based System for Efficient Contact Tracing Query in a Large Spatio-Temporal Database,BUET_A_Web-Based_System_for_Efficient_Contact_Tracing_Query_in_a_Large_Spatio-Temporal_Database
A competitive node decaying method for artificial neural networks,BUET_A_competitive_node_decaying_method_for_artificial_neural_networks
A heuristic algorithm for Minimum Conflict Individual Haplotyping,BUET_A_heuristic_algorithm_for_Minimum_Conflict_Individual_Haplotyping
A hybrid learning technique for concept acquisition,BUET_A_hybrid_learning_technique_for_concept_acquisition
A k-leader Fuel-efficient Traffic Model,BUET_A_k-leader_Fuel-efficient_Traffic_Model
A linear algorithm for automated VLSI floorplanning and routing,BUET_A_linear_algorithm_for_automated_VLSI_floorplanning_and_routing
A linear algorithm for compact boxdrawings of trees,BUET_A_linear_algorithm_for_compact_boxdrawings_of_trees
A linear algorithm for finding visibility graph of trees,BUET_A_linear_algorithm_for_finding_visibility_graph_of_trees
A linear algorithm for resource four-partitioningfour-connected planar Graphs,BUET_A_linear_algorithm_for_resource_four-partitioningfour-connected_planar_Graphs
A linear time algorithm for single source shortest path problem,BUET_A_linear_time_algorithm_for_single_source_shortest_path_problem
A new algorithm for extracting interesting rules,BUET_A_new_algorithm_for_extracting_interesting_rules
A new algorithm for training cooperative neural network ensemble,BUET_A_new_algorithm_for_training_cooperative_neural_network_ensemble
A new algorithm to design multiple hidden layered artificial neural networks,BUET_A_new_algorithm_to_design_multiple_hidden_layered_artificial_neural_networks
A new exact string matching algorithm,BUET_A_new_exact_string_matching_algorithm
A new map method for minimizing Boolean Expression,BUET_A_new_map_method_for_minimizing_Boolean_Expression
A new map method for minimizing Boolean Expressions,BUET_A_new_map_method_for_minimizing_Boolean_Expressions
A novel two-stage approach for translation,BUET_A_novel_two-stage_approach_for_translation
A parallel algorithm for l-vertex-coloring of partial k-trees,BUET_A_parallel_algorithm_for_l-vertex-coloring_of_partial_k-trees
A parallel algorithm for optimal c-vertex-ranking of permutation graphs,BUET_A_parallel_algorithm_for_optimal_c-vertex-ranking_of_permutation_graphs
A recurring multi-stage evolutionary system for balancing exploitation and exploration,BUET_A_recurring_multi-stage_evolutionary_system_for_balancing_exploitation_and_exploration
A s m Rizvi,BUET_A_s_m_Rizvi
A simple,BUET_A_simple
A simple linear time algorithm for triangulation of a simple polygon,BUET_A_simple_linear_time_algorithm_for_triangulation_of_a_simple_polygon
A survey on pairwise compatibility graphs,BUET_A_survey_on_pairwise_compatibility_graphs
A web service based ubiquitous computing application,BUET_A_web_service_based_ubiquitous_computing_application
A.,BUET_A.
A. A. Ali,BUET_A._A._Ali
A. A. Amin,BUET_A._A._Amin
A. A. Farooq,BUET_A._A._Farooq
A. A. Mamun,BUET_A._A._Mamun
A. A. Nayeem,BUET_A._A._Nayeem
A. A. Tutul,BUET_A._A._Tutul
A. Agrawal,BUET_A._Agrawal
A. Al-Nayeem,BUET_A._Al-Nayeem
A. B. M. A. A. Islam,BUET_A._B._M._A._A._Islam
A. B. M. Alim Al Islam,BUET_A._B._M._Alim_Al_Islam
A. B. M. Musa,BUET_A._B._M._Musa
A. Bhattacharjee,BUET_A._Bhattacharjee
A. Chakraborty,BUET_A._Chakraborty
A. Choudhary,BUET_A._Choudhary
A. H. Gebremedhin,BUET_A._H._Gebremedhin
A. H. M. Kamal,BUET_A._H._M._Kamal
A. Iqbal,BUET_A._Iqbal
A. Islam,BUET_A._Islam
A. J. Aberer,BUET_A._J._Aberer
A. J. Rahman,BUET_A._J._Rahman
A. K. H Akhand,BUET_A._K._H_Akhand
A. K. M. Azad,BUET_A._K._M._Azad
A. K. M. Fahad Aziz,BUET_A._K._M._Fahad_Aziz
A. K. M. M. Haque,BUET_A._K._M._M._Haque
A. K. M. Najmul Islam,BUET_A._K._M._Najmul_Islam
