Authors,Title
"1.	m. d. s. alam, m. d. s. rahman, m. d. i. hosen, k. a. mubin, s. hossen and m. f. mridha",N/A
"a. ishraq, a. a. lima, m. m. kabir, m. s. rahman and m. f. mridha",N/A
"3.	r. jani, m. shariful islam shanto, m. mohsin kabir, m. saifur rahman and m. f. mridha",N/A
"f. arefin nazira, s. gosh, k. nur, s. poul singh and m. f. mridha",N/A
"a. r. prodeep, a. s. m. morshedul hoque, m. m. kabir, m. saifur rahman and m. f. mridha",N/A
md. ridoy sarkar; syed rayhan masud; md ismail hossen; michael goh,"""a comprehensive study on the emerging effect of artificial intelligence in agriculture automation"""
"md. faruk abdullah al sohan, dr. afroza nahar","""a low-power wireless sensor network for a smart irrigation system powered by solar energy"""
"nazia alfaz, abul hasnat, alvi md. ragib nihal khan, nazmus shakib sayom","""a deep convolutional neural network based approach to classify and detect crack in concrete surface using xception."""
"humayra ferdous, susmita afroz","""understanding the deficit level of bme professionals and its impact in the context of dhaka city, bangladesh"""
"sabbir m saleh, supta richard philip, nahida akhter shemu, khondoker ali asgor pavel","""proposed service oriented architecture for the inheritance web app of bangladesh"""
"farzana arefin nazira, sudipto ghosh, kamruddin nur, sondip poul singh, and m. f. mridha","""ensure safe internet for children and teenagers using deep learning"""
"shovan kumar kundu*, dhiraj kumar rana, soumen basu",N/A
"mahjabin taskin, hiroaki fukuoka , and yoshimine kato",N/A
"borshan sarker sonok  ,  md. sohidul islam  ,  md. mazid-ul-haque","""hoyt wireless fading channel capacity analysis using large limit argument approximation"""
"md. nashif iftekhar, md sajid bin- faisal , dip nandi","""implementation of blockchain for secured criminal records"""
"16)	m. saef ullah miah, talha bin sarwar, saima sharleen islam, md. samiul haque, md. masuduzzaman, abhijit bhowmik","""an adaptive medical cyber-physical system for post diagnosis patient care using cloud computing and machine learning approach"""
"19)	md. ariful islam, md. antonin islam, m. saef ullah miah, abhijit bhowmik","""an automated monitoring and environmental control system for laboratory-scale cultivation of oyster mushrooms using the internet of agricultural thing (ioat)"""
"20)	olive mazumder, marshia mostafiz mim, md. abu junaid tanmay, lutfa noor labony, abhijit bhowmik, rashidul hasan nabil","""finding efficiency in approach selection in software development and project management in bangladesh it industry"""
"21)	tausif fardin sinha, sumaiya gawhar rafia, mohammed alvy rahman, ridwan mannan rahat, rashidul hasan nabil, abhijit bhowmik","""stock market comparison and analysis in preceding and following pandemic in bangladesh using machine learning approaches"""
"22)	saima sharleen islam, md. samiul haque, m. saef ullah miah, talha bin sarwar, abhijit bhowmik","""a trend analysis of crimes in bangladesh"""
"23)	nazia alfaz, abul hasnat, alvi md. ragib nihal khan, nazmus shakib sayom, abhijit bhowmik","""bridge crack detection using dense convolutional network (densenet)"""
"anjir ahmed chowdhury ,  argho das, debajyoti karmaker, khadija kubra shahjalal hoque","""evaluation of deep learning models on uv ink : a fake money detection scheme with rpn"""
"anjir ahmed chowdhury, argho das, khadija kubra shahjalal hoque, debajyoti karmaker","""a comparative study of hyperparameter optimization techniques for deep learning"""
afroza nahar.,N/A
"sheekar banerjee, aminun nahar jhumur, md. ezharul islam","""nano rover: a multi- sensory full-functional surveillance robot with modified inception-net"""
"mohammad abu nadif,md. towhidur rahman samin,tohedul islam","""stock market prediction using long short-term memory (lstm)"""
"asif rahman snigdha,syeda nishat tasnim,kamran rafsan miah,tohedul islam",N/A
"katsunobu kobayashi1, md. abdullah al nahid1, ken-ichi iimura1 (1. utsunomiya university)","""effect of particle size and ph on phase transfer of amiet-coated gold nanoparticles"""
"saikat baul, md. ratan rana, sakimul karim adan , nazia tafannum, farzana alam","""this paper analyzes and evaluates different software project management tools that help the team to plan, manage, optimize resources, and monitor the project progress. the ict industry in bangladesh has immense prospects in driving the country’s economy, and it has grown by 28%-40% annually since 2010 each year. but though we have huge benefits over low development costs, clients of the developed country are not very satisfied with the quality of the software. so in this paper, we are proposing an open source-based project management tool that will serve small to medium-sized software firms at no cost. the software firms will maintain the software engineering best practices by using the software. as “openness” becomes one of society’s hallmarks in the 21st century and extends into innovation, research, and standards-setting, an open-source system has become an integral part of the business. because of the speed and the scale at which it has happened, open-source is central to strategy today. but we do not have any cloud access in an open-source system. for that reason, in this paper, we also have tried to propose the same tool with more options in the software as a service (saas) environment."""
"arindam kumar paul, pritam khan boni, md zahidul islam",N/A
"mainul islam mahi, md shahidullah rakib, mahedi hasan joy, md rezvi khalid hridoy, aneem-al-ahsan rupai, rashidul hasan nabil","""a proposed design of a lecture material to reduce learning complexity"""
"nafiz fuad siam, mahira tabassum khan, mr rownak, md rejaben jamin juel, ashraf uddin","""predicting the risk of covid-19 infection using lifestyle data"""
"s. m. abdullah shafi, sadia farzana, mahmuda muslim florin, nafis mustafa & md. abdullah - al - jubair","""the significance of augmented reality based magazine book for historical places of bangladesh: case study"""
"jubayer ahamed, maliha maisha, zeba labiba, md ariful islam, dip nandi","""a review report on the fingerprint-based biometric system in atm banking"""
"fahmida rafa, zinnet rahman, md mahbub mishu, morad hasan, raiyan rahman, dip nandi",N/A
"atanu saha, khondakar tawhid, md badhon miah, arrafi ahsan somudro, dip nandi","""a comparative analysis on fake news detection methods"""
"jubayer ahamed, maliha maisha, zeba labiba, md ariful islam, dip nandi","""a review report on the fingerprint-based biometric system in atm banking"""
"mst yeasmin ara, musaddiq al karim, dip nandi","""an empirical comparison of students’ performance in online vs offline platforms using ensemble learning models"""
"mehedi hasan mishal, nura jannat rakhi, fahmida rashid, kawsar hamid, md kishor morol, abdullah al jubair, dip nandi","""prediction of cryptocurrency price using machine learning techniques and public sentiment analysis"""
a. s. m. muntaheen; nuzhat tabassum; nusrat sharmin,"""vision transformer-based deep learning techniques for improper face mask-wearing detection"""
"zannatul ferdous  ,  rabeya akhter  ,  anika tahsin  ,  sumaiya nuha mustafina  ,  nuzhat tabassum","""sentiment analysis on covid-19 vaccine twitter data using neural network model"""
"hasibul hasan sabuj, nigar sultana nuha, paul richie gomes, aiman lameesa, md ashraful alam","""interpretable garment workers’ productivity prediction in bangladesh using machine learning algorithms and explainable ai"""
"md faruk abdullah al sohan, nusrat jahan anannya, afroza nahar, kazi a kalpoma",N/A
"nazia alfaz, talha bin sarwar,  argho das, noorhuzaimi mohd noor","""a densely interconnected convolutional neural network-based approach to identify covid-19 from chest x-ray images"""
dr. dilruba  yasmin,N/A
dr. md. abdullah - al - jubair,"""international conference on computing advancements (icca 2022)"""
dr. shovan kumar  kundu,"""international symposium on nanotechnology, 2022"""
dr. mohammad mahbub rabbani,N/A
dr. mohammad mahbub rabbani,N/A
bithi  paul,N/A
md. faruk abdullah al sohan,"""2nd international conference on computing advancements - icca 2022"""
md. faruk abdullah al sohan,"""2nd international conference on computing advancements - icca 2022"""
wardah   saleh,N/A
dr. mohammad anisur rahman jamil,"""chir symposium"""
kazi sadia,"""hosting in conference"""
dr. nusrat  jahan,N/A
dr. nusrat  jahan,N/A
dr. nusrat  jahan,N/A
sharifa rania mahmud,"""international conference on machine intelligence and emerging technologies 2022 (miet 2022)"""
dr. abdus salam,N/A
md sajid bin-faisal,"""2nd international conference on computing advancements - icca 2022"""
dr. kamruddin md.  nur,N/A
dr. ummay ayesha,"""factors influencing the duration of breastfeeding among bangladeshi mothers."""
dr. md. sarowar  hossain,N/A
md. faruk abdullah al sohan,N/A
shahriar atik fahim,N/A
dr. nusrat  jahan,N/A
dr. s. a. m. manzur h. khan,N/A
dr. kamrun nahar mukta,N/A
dr. mohammad mahbub rabbani,N/A
dr. mohammad mahbub rabbani,N/A
zasmin  haque,N/A
syeda asrafa islam,N/A
dr. farzana  khalil,N/A
dr. sarfuddin ahmed  tarek,"""electronic absorption characteristics and nonlinear optical responses in thermal regime of bovine serum albumin and its constituent  amino  acids"""
"md. mortuza ahmmed, m. mostafizur rahman",N/A
"shahid uddin fahim, md. tanjimul islam, md. mahmudul hasan, humaira khondokar gim, fatema jahan, humayra ferdous, tafazzal hossain,md. ehasanul haque","""a study on the effectiveness of online classes in bangladesh during the covid-19 pandemic"""
"md. sayeduzzaman, md. samiul islam borno, md. hasibul islam, sujan howlader","""a design of an iot-based smart home with auto-sanitization system"""
"md hasibul islam, azmi aziz khandoker, tm safi sami, touhidul islam talukder, md isfaqur rahman, pritom kumar sarkar","""car accident prevention and health monitoring system for drivers"""
"md hasibul islam, touhidul islam talukder, fatema tauze zohora saima, md nur islam rimon, jabed ali","""an iot-based smart energy meter with real-time power tracking system: a review"""
"md samiul islam borno, md sayeduzzaman, khan md elme, md hasibul islam, md abdur rahman","""an empirical analysis of sustainable earth-battery"""
"md hasibul islam, khadija yeasmin fariya, touhidul islam talukder, azmi aziz khandoker, nafiz ahmed chisty","""iot based smart self power generating street light and road safety system design: a review"""
"md. ashraful babu, md. mortuza ahmmed, mohammad abdul hoque",N/A
"m. n. islam, m. g. s. hossen, s. p. baidya, m. a. u. emon and md. sakir hossain",N/A
"r. m. kanis, s. a. tisha, md. sakir hossain, k. r. kalpo, m. h. bakul, m. s. hossain",N/A
"s. afrin, md. sakir hossain, m. r. iqbal, a. refat, a. u. tamim,2021",N/A
"anjir ahmed chowdhury, md. akter hamid, md. nahian al subri ivan","""implementation of cost effective bomb defusing  robot with live streaming dual camera interface"""
ehsanul abrar; mir naeemul hassan; md. asraful biswas; md. sarwar jahid; md. mazid-ul-haque; md. sohidul islam,N/A
"w akanda, a uddin","""multi-label bengali article classification using ml-knn algorithm and neural network"""
nuzhat tabassum,"""a case study on information fusion modelling in email archives"""
"m. afsana azam , m. borhan uddin, s.h. naqib","""in-plane resistivity of hole doped cuprates: role of pseudogap and quantum criticality"""
"md. abdullah al nahid, ken-ichi iimura","""monolayer of polyethoxylated alkyl amine functionalized gold nanoparticles"""
"pritam khan boni, md rafiqul islam",N/A
"md. manzurul hasan, debajyoti mondal and md. saidur rahman","""linear-time rectilinear drawings of triconnected subcubic planar graphs with orthogonally convex faces"""
"marzan tasnim oyshi, moushumi zaman bonny, susmita saha, zerin nasrin tumpa",N/A
"marzan tasnim oyshi, moushumi zaman bonny, syed ahmed zaki, susmita saha",N/A
"abdus salam, rolf schwitter, mehmet a. orgun",N/A
"abdus salam, rolf schwitter, mehmet a. orgun",N/A
"md. rokonuzzaman reza, fabiha mukarrama, dhrubo barua, shafayetul islam, nafiz imtiaz khan and sharifa rania mahmud","""developing a machine learning based support system for mitigating the suppression against women and children"""
"k. n. mukta, i. tasnim, m. m. masud, and a. a. mamun",N/A
"mohammad faisal bin ahmed, m. saef ullah miah, abhijit bhowmik, juniada binti sulaiman,","""awareness to deepfake: a resistance mechanism to deepfake"""
"ahmed mr, ali ma, ahmed n, bhuiyan t",N/A
"rahman sm, ali ma, al mamun ma","""the use of wearable sensors for the classification of electromyographic signal patterns based on changes in the elbow joint angle"""
"rahman sm, ali ma, al mamun ma","""using surface electromyographic signal to assess fractal dimension from biceps brachii muscle based on different elbow joint angles"""
"md ashrafuzzaman, suman saha, neser uddin, pranto kumar saha, sojib hossen, and kamruddin nur","""design and development of a low-cost smart stick for visually impaired people"""
"shovan kumar kundu, dhiraj kumar rana, soumen basu",N/A
"roti islam shithy, nur mohammad,h.n. ashiqur ruhullah,s.m. yeamin oni, md.al-amin",N/A
"imran ush shahid, md.tanbir anjum, md. shafayet hossain miah shohan, rahanuma tasnim ,md.al-amin",N/A
"shovan kumar kundu, dhiraj kumar rana, soumen basu",N/A
"samia yasmin, md. faruk abdullah al sohan, md. navid bin anwar, mehedi hasan, g.m. farhad hossain","""sfc: a lightweight blockchain model for smart food industry"""
merina tanjinishorju agnes botleromourina tasnim hriditatawsiful islam riyadhmd. mehedi hassan onikemail authormahdi h. miraz,"""privacy and security factors of government websites versus private websites in bangladesh and usa: a comparative study"""
"zabir mohammad, israt jahan, md. mohsin kabir, m. ameer ali and m. f. mridha",N/A
"farzana arefin nazira, md. mohsin kabir, shorna rani das, m. f. mridha",N/A
"farzana arefin nazira, md. imriaz uddin, md. hafizuddin raju, shajnin hossain, md. naimur rahman, m. f. mridha",N/A
"4.	md sahrial alam, md sayedur rahman, md ikbal hosen, khairul anam mubin, sharif hossen, m. f. mridha",N/A
"md. abdullah al noman majumder, eimon hossain taief, md. nurul amin bhuiyan, aloke kumar saha and m. f. mridha",N/A
"6.	md. mohsin kabir, m. f. mridha, md. abdul hamid, mohammad mostafa monowar and ashif ahmed khan",N/A
"m. m. kabir, p. mehera, a. k. saha, m. f. mridha, m. a. hamid and m. m. monowar",N/A
"a. s. m. a. akib, s. mahmud and m. f. mridha",N/A
"lima a.a., kabir m.m., das s.c., hasan m.n., mridha m. f.",N/A
"mohsin kabir m., lima a.a., mridha m. f., abdul hamid m., monowar m.m.",N/A
"s. sukhi, a. q. ohi, m. s. rahman and m. f. mridha",N/A
"md. mohsin kabir, tanvir ahmed anik, md. shahnewaz abid, m. f. mridha and md. abdul hamid",N/A
"ashfia jannat keya, shahid afridi, afroza siddique maria, snaha sadhu pinki, joy ghosh and m. f. mridha",N/A
"m. f. mridha, r. basri, m. m. monowar and m. a. hamid",N/A
"m. m. alam, a. shome, s. saha and m. f. mridha",N/A
"m. rhman, f. rahman, m. m. hossain, u. h. emu, k. akter and m. f. mridha",N/A
"n. tasnia, s. mahmud and m. f. mridha",N/A
"md. jobaer hossain, md anwar hussen wadud, anichur rahman, jannatul ferdous, md shahin alam, t m amir ul haque bhuiyan and m. f. mridha",N/A
"f. b. safir, a. q. ohi, m. f. mridha, m. m. monowar and m. a. hamid",N/A
"r. basri, m. f. mridha, m. a. hamid and m. m. monowar",N/A
"tanvir islam, sakila mahbin zinat, shamima sukhi, zakir hossain zamil, aynur nahar, m. f. mridha",N/A
"billah, sifat nur and pollobe, rehana and hossain, farjana and abir, nahid murad and zarin, afsana zaman and m. f. mridha",N/A
"nurul absar, md. nazim uddin, mayeen u khandaker, md. habib ullah",N/A
mohammad faisal bin ahmed; m. saef ullah miah; abhijit bhowmik; juniada binti sulaiman,N/A
m. saef ullah miah; junaida sulaiman; saiful azad; kamal z. zamli; rajan jose,N/A
md. mortuza ahmmed,N/A
dr. md. abdullah - al - jubair,N/A
dr. md. abdullah - al - jubair,N/A
dr. md. abdullah - al - jubair,N/A
sifat rahman ahona,N/A
dr. afroza nahar,N/A
bithi  paul,N/A
dr. shovan kumar  kundu,"""international e-conference on physics -2021"""
dr. shovan kumar  kundu,N/A
nazia  alfaz,N/A
dr. mahjabin  taskin,N/A
zasmin  haque,N/A
md. hasibul  islam,N/A
dr. md. sakir  hossain,"""international conference on 4th industrial revolution and beyond (ic4ir)"""
dr. md. sakir  hossain,"""international conference on  signal processing, information, communication and systems"""
dr. sarfuddin ahmed  tarek,"""determination of thermo-optic, nonlinear absorption and nonlinear refraction coefficients in the thermal regime of l-tryptophan using closed aperture cw z-scan technique"""
md. faruk abdullah al sohan,N/A
shanta  deb,N/A
dr. muhammad firoz mridha,N/A
dr. muhammad firoz mridha,N/A
dr. mahfuza khatun,N/A
dr. shovan kumar  kundu,"""international conference on light matter interaction (ic-lmin-2021)"""
dr. shovan kumar  kundu,N/A
dr. kamruddin md.  nur,"""int. conf. on big data, iot and machine learning (bim 2021)"""
dr. kamruddin md.  nur,"""ieee international conference on robotics, automation, artificial-intelligence and internet-of-things (raaicon) 2021"""
dr. kamruddin md.  nur,"""ieee cs bdc winter symposium"""
dr. mohammad mahbub rabbani,N/A
bithi  paul,"""4th international conference on energy systems, drives and automations,"""
dr. nusrat  jahan,N/A
dr. nusrat  jahan,N/A
dr. ummay ayesha,"""factors associated with duration of breastfeeding in bangladesh: evidence from bangladesh demographic and health survey 2017-2018"""
